#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
263839	852495	948461	32893	852757	YBR196C	b3962	PGI1	sthA	CDC30|glucose-6-phosphate isomerase|L000001410|L000001409	ECK3954|JW5551|sth|udhA	Synthetic Rescue	genetic	Heux S (2008)	PUBMED:18036177	559292	511145	Low Throughput	-	-	Expression of the E. coli transhydrogenase Udha/sthA can partially restore the growth of the ENYpgi1 yeast mutant on glucose.|S. cerevisiae does not have a functional ortholog of the E. coli transhydrogenase UdhA/sthA.  This was not a cross-species complementation experiment.	-	BIOGRID	P12709	-	NP_009755	P27306	-	NP_418397	APO:0000094	metabolism and growth	phenotype	-	-	partial rescue	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
2568209	946974	945908	851313	850273	b2495	b1334	yfgD	fnr	ECK2491|JW2480	ECK1330|JW1328|nirA|nirR|ossA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76569	-	NP_416990	P0A9E5	-	NP_415850	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568210	945814	945908	850181	850273	b3021	b1334	mqsA	fnr	ECK3012|JW2989|ygiT	ECK1330|JW1328|nirA|nirR|ossA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q46864	-	NP_417493	P0A9E5	-	NP_415850	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568211	945437	945437	849811	849811	b0817	b0817	mntR	mntR	ECK0807|JW0801|ybiQ	ECK0807|JW0801|ybiQ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9F1	-	NP_415338	P0A9F1	-	NP_415338	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568212	947191	945437	851523	849811	b2719	b0817	hycG	mntR	ECK2714|JW2689|hevG	ECK0807|JW0801|ybiQ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P16433	-	NP_417199	P0A9F1	-	NP_415338	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568213	948808	945437	853090	849811	b4280	b0817	yjhC	mntR	ECK4270|JW5769	ECK0807|JW0801|ybiQ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39353	-	NP_418700	P0A9F1	-	NP_415338	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568214	945771	945771	850138	850138	b1275	b1275	cysB	cysB	ECK1269|JW1267	ECK1269|JW1267	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9F3	-	NP_415791	P0A9F3	-	NP_415791	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568215	948620	945771	852912	850138	b4109	b1275	crfC	cysB	ECK4102|JW4070|yjdA	ECK1269|JW1267	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0DM85	-	NP_418533	P0A9F3	-	NP_415791	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568216	945859	945771	850226	850138	b1287	b1275	yciW	cysB	ECK1282|JW5200	ECK1269|JW1267	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76035	-	NP_415803	P0A9F3	-	NP_415791	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568217	946765	946392	851106	850749	b3635	b1881	mutM	cheZ	ECK3625|JW3610|fpg	ECK1882|JW1870	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P05523	-	NP_418092	P0A9H9	-	NP_416395	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568218	948254	946392	852556	850749	b3735	b1881	atpH	cheZ	ECK3728|JW3713|papE|uncH	ECK1882|JW1870	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ABA4	-	NP_418191	P0A9H9	-	NP_416395	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568219	947886	947744	852195	852056	b3374	b3247	frlD	rng	ECK3361|JW3337|yhfQ	ECK3235|JW3216|adhR|cafA|yhdF	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P45543	-	NP_417833	P0A9J0	-	NP_417713	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568220	945429	945065	849803	849454	b0740	b0425	tolB	panE	ECK0729|JW5100	ECK0419|JW0415|apbA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A855	-	NP_415268	P0A9J4	-	NP_414959	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568221	948726	948726	853018	853018	b4207	b4207	fklB	fklB	ECK4203|JW5746|ytfC	ECK4203|JW5746|ytfC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9L3	-	NP_418628	P0A9L3	-	NP_418628	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568222	948285	948285	852585	852585	b3775	b3775	ppiC	ppiC	ECK3767|JW3748|parvA	ECK3767|JW3748|parvA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9L5	-	NP_418223	P0A9L5	-	NP_418223	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568223	948069	948285	852377	852585	b2660	b3775	lhgO	ppiC	ECK2654|JW2635|ygaF	ECK3767|JW3748|parvA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P37339	-	NP_417146	P0A9L5	-	NP_418223	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568224	947503	945085	851820	849474	b1021	b0439	pgaD	lon	ECK1011|JW1006|hmsS|ycdP	ECK0433|JW0429|capR|deg|dir|lonA|lopA|muc	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P69432	-	NP_415540	P0A9M0	-	NP_414973	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568225	946953	945517	851292	849891	b2471	b0902	yffB	pflA	ECK2466|JW2455	ECK0893|JW0885|act	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P24178	-	NP_416966	P0A9N4	-	NP_415422	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568226	945916	945517	850281	849891	b1446	b0902	ydcY	pflA	ECK1440|JW1441	ECK0893|JW0885|act	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P64455	-	NP_415963	P0A9N4	-	NP_415422	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568227	948757	948757	853046	853046	b4237	b4237	nrdG	nrdG	ECK4232|JW4196|yjgE	ECK4232|JW4196|yjgE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9N8	-	NP_418658	P0A9N8	-	NP_418658	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568228	948313	948757	852610	853046	b2472	b4237	dapE	nrdG	ECK2467|JW2456|msgB	ECK4232|JW4196|yjgE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AED7	-	NP_416967	P0A9N8	-	NP_418658	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568229	945307	944854	849684	849254	b0727	b0116	sucB	lpd	ECK0715|JW0716	ECK0115|JW0112|dhl|lpdA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFG6	-	NP_415255	P0A9P0	-	NP_414658	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568230	948289	949054	852588	853298	b3781	b0888	trxA	trxB	ECK3773|JW5856|dasC|fip|fipA|tsnC	ECK0879|JW0871	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AA25	-	NP_418228	P0A9P4	-	NP_415408	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568231	947043	949054	851382	853298	b0435	b0888	bolA	trxB	ECK0429|JW5060	ECK0879|JW0871	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ABE2	-	NP_414969	P0A9P4	-	NP_415408	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568232	947674	947674	851987	851987	b3162	b3162	deaD	deaD	ECK3150|JW5531|csdA|mssB|rhlD	ECK3150|JW5531|csdA|mssB|rhlD	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9P6	-	NP_417631	P0A9P6	-	NP_417631	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568233	947761	946796	852073	851137	b3256	b2316	accC	accD	ECK3243|JW3224|fabG	ECK2310|JW2313|dedB|usg	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P24182	-	NP_417722	P0A9Q5	-	NP_416819	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568234	947764	946796	852076	851137	b3270	b2316	yhdY	accD	ECK3257|JW5545	ECK2310|JW2313|dedB|usg	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P45768	-	NP_417736	P0A9Q5	-	NP_416819	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568235	946999	947160	851338	851492	b2528	b2525	iscA	fdx	ECK2525|JW2512|yfhF	ECK2522|JW2509	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AAC8	-	NP_417023	P0A9R4	-	NP_417020	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568236	947273	947273	851603	851603	b2799	b2799	fucO	fucO	ECK2794|JW2770	ECK2794|JW2770	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9S1	-	NP_417279	P0A9S1	-	NP_417279	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568237	946339	946339	850696	850696	b1823	b1823	cspC	cspC	ECK1821|JW1812|msmB	ECK1821|JW1812|msmB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9Y6	-	NP_416337	P0A9Y6	-	NP_416337	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568238	947016	947016	851355	851355	b2553	b2553	glnB	glnB	ECK2550|JW2537	ECK2550|JW2537	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9Z1	-	NP_417048	P0A9Z1	-	NP_417048	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568239	947043	946886	851382	851226	b0435	b2415	bolA	ptsH	ECK0429|JW5060	ECK2410|JW2408|ctr|hpr|iex?	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ABE2	-	NP_414969	P0AA04	-	NP_416910	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568240	948116	946886	852423	851226	b3601	b2415	mtlR	ptsH	ECK3590|JW3575	ECK2410|JW2408|ctr|hpr|iex?	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AF10	-	NP_418058	P0AA04	-	NP_416910	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568241	948496	946886	852790	851226	b3995	b2415	rsd	ptsH	ECK3987|JW3959|yjaE	ECK2410|JW2408|ctr|hpr|iex?	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFX4	-	NP_418423	P0AA04	-	NP_416910	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568242	946066	946886	850426	851226	b4268	b2415	idnK	ptsH	ECK4261|JW4225|gntV	ECK2410|JW2408|ctr|hpr|iex?	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39208	-	NP_418689	P0AA04	-	NP_416910	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568243	945916	947828	850281	852140	b1446	b3231	ydcY	rplM	ECK1440|JW1441	ECK3220|JW3200	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P64455	-	NP_415963	P0AA10	-	NP_417698	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568244	947301	948289	851629	852588	b2829	b3781	ptsP	trxA	ECK2825|JW2797|ygdF|ygdO	ECK3773|JW5856|dasC|fip|fipA|tsnC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P37177	-	NP_417306	P0AA25	-	NP_418228	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568245	945490	946262	849864	850621	b0885	b0058	aat	rluA	ECK0876|JW0868|ycaA	ECK0059|JW0057|yabO	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A8P1	-	NP_415405	P0AA37	-	NP_414600	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568246	946408	946408	850765	850765	b1900	b1900	araG	araG	ECK1898|JW1888	ECK1898|JW1888	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AAF3	-	NP_416413	P0AAF3	-	NP_416413	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568247	948755	945489	853044	849863	b4238	b0864	nrdD	artP	ECK4233|JW4197	ECK0855|JW0848	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P28903	-	NP_418659	P0AAF6	-	NP_415385	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568248	945669	948065	850041	852373	b0880	b3541	cspD	dppD	ECK0871|JW0864|cspH|ybjA	ECK3528|JW3510	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A968	-	NP_415401	P0AAG0	-	NP_417998	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568249	946044	948065	850405	852373	b1486	b3541	ddpB	dppD	ECK1480|JW1481|yddR	ECK3528|JW3510	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77308	-	NP_416003	P0AAG0	-	NP_417998	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568250	946938	945254	851277	849636	b0655	b0652	gltI	gltL	ECK0648|JW5092|ybeJ|yzzK	ECK0645|JW0647	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P37902	-	NP_415188	P0AAG3	-	NP_415185	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568251	946888	949036	851228	853280	b2421	b2149	cysM	mglA	ECK2416|JW2414	ECK2142|JW2136|mglP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P16703	-	NP_416916	P0AAG8	-	NP_416654	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568252	945398	949036	849772	853280	b0784	b2149	moaD	mglA	ECK0773|JW0767|chlM	ECK2142|JW2136|mglP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P30748	-	NP_415305	P0AAG8	-	NP_416654	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568253	948099	949036	852406	853280	b3583	b2149	sgbE	mglA	ECK3572|JW3555|yiaS	ECK2142|JW2136|mglP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P37680	-	NP_418040	P0AAG8	-	NP_416654	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568254	947446	949036	851766	853280	b2955	b2149	yggW	mglA	ECK2950|JW2922	ECK2142|JW2136|mglP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P52062	-	NP_417430	P0AAG8	-	NP_416654	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568255	948886	949036	853163	853280	b2491	b2149	hyfR	mglA	ECK2487|JW2476	ECK2142|JW2136|mglP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P71229	-	NP_416986	P0AAG8	-	NP_416654	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568256	946912	949036	851251	853280	b2438	b2149	eutK	mglA	ECK2433|JW2431|yffI	ECK2142|JW2136|mglP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76540	-	NP_416933	P0AAG8	-	NP_416654	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568257	945440	945335	849814	849711	b0820	b1290	ybiT	sapF	ECK0810|JW0804	ECK1285|JW1283	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9U3	-	NP_415341	P0AAH8	-	NP_415806	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568258	947503	945335	851820	849711	b1021	b1290	pgaD	sapF	ECK1011|JW1006|hmsS|ycdP	ECK1285|JW1283	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P69432	-	NP_415540	P0AAH8	-	NP_415806	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568259	946888	947220	851228	851552	b2421	b0933	cysM	ssuB	ECK2416|JW2414	ECK0924|JW0916|ycbE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P16703	-	NP_416916	P0AAI1	-	NP_415453	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568260	948726	944842	853018	849242	b4207	b2996	fklB	hybA	ECK4203|JW5746|ytfC	ECK2990|JW2964|hydL	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9L3	-	NP_418628	P0AAJ8	-	NP_417470	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568261	2847758	944842	853505	849242	b4474	b2996	frlC	hybA	ECK3360|JW5699|yhfO|yhfP	ECK2990|JW2964|hydL	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P45541	-	YP_026213	P0AAJ8	-	NP_417470	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568262	945354	947190	849730	851522	b0759	b2713	galE	hydN	ECK0748|JW0742|galD	ECK2708|JW2683	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P09147	-	NP_415280	P0AAK4	-	NP_417193	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568263	948726	947190	853018	851522	b4207	b2713	fklB	hydN	ECK4203|JW5746|ytfC	ECK2708|JW2683	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9L3	-	NP_418628	P0AAK4	-	NP_417193	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568264	946888	947190	851228	851522	b2421	b2713	cysM	hydN	ECK2416|JW2414	ECK2708|JW2683	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P16703	-	NP_416916	P0AAK4	-	NP_417193	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568265	947432	947190	851752	851522	b2938	b2713	speA	hydN	ECK2933|JW2905	ECK2708|JW2683	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P21170	-	NP_417413	P0AAK4	-	NP_417193	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568266	948099	947190	852406	851522	b3583	b2713	sgbE	hydN	ECK3572|JW3555|yiaS	ECK2708|JW2683	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P37680	-	NP_418040	P0AAK4	-	NP_417193	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568267	945212	947190	849597	851522	b0599	b2713	ybdH	hydN	ECK0593|JW0592	ECK2708|JW2683	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P45579	-	NP_415132	P0AAK4	-	NP_417193	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568268	947446	947190	851766	851522	b2955	b2713	yggW	hydN	ECK2950|JW2922	ECK2708|JW2683	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P52062	-	NP_417430	P0AAK4	-	NP_417193	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568269	945206	947190	849591	851522	b0601	b2713	ybdM	hydN	ECK0595|JW0594	ECK2708|JW2683	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77174	-	NP_415134	P0AAK4	-	NP_417193	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568270	945427	947190	849801	851522	b2542	b2713	hcaD	hydN	ECK2539|JW2526|hcaA4|phdA|yfhY	ECK2708|JW2683	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77650	-	NP_417037	P0AAK4	-	NP_417193	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568271	945354	948749	849730	853038	b0759	b1674	galE	ydhY	ECK0748|JW0742|galD	ECK1670|JW1664	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P09147	-	NP_415280	P0AAL6	-	NP_416189	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568272	947192	948020	851524	852328	b2728	b2990	hypC	hybG	ECK2723|JW2698	ECK2984|JW2958	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AAM3	-	NP_417208	P0AAM7	-	NP_417464	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568273	947189	948020	851521	852328	b2729	b2990	hypD	hybG	ECK2724|JW2699|hydF	ECK2984|JW2958	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P24192	-	NP_417209	P0AAM7	-	NP_417464	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568274	945855	947709	850222	852022	b1235	b0382	rssB	iraP	ECK1230|JW1223|hnr|mviA|sprE|verA|ychL	ECK0377|JW0373|yaiB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AEV1	-	NP_415751	P0AAN9	-	NP_414916	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568275	949080	945441	853321	849815	b2107	b0819	rcnB	ldtB	ECK2100|JW5346|yohN	ECK0809|JW0803|ybiS	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P64534	-	NP_416610	P0AAX8	-	NP_415340	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
